,AREA,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
320,Marseille,2030,curtailment,electrolysis_PEMEL,0.0
321,Marseille,2030,curtailment,WindOnShore,0.0
322,Marseille,2030,curtailment,SMR + CCS1,0.0
323,Marseille,2030,curtailment,electrolysis_AEL,0.0
324,Marseille,2030,curtailment,SMR + CCS2,0.0
325,Marseille,2030,curtailment,Solar,0.0
326,Marseille,2030,curtailment,curtailment,0.0
327,Marseille,2030,curtailment,CCS1,0.0
328,Marseille,2030,curtailment,CCS2,0.0
329,Marseille,2030,curtailment,WindOffShore_flot,0.0
330,Marseille,2030,CCS1,SMR,0.0
331,Marseille,2030,CCS1,electrolysis_PEMEL,0.0
332,Marseille,2030,CCS1,WindOnShore,0.0
333,Marseille,2030,CCS1,SMR + CCS1,0.0
334,Marseille,2030,CCS1,electrolysis_AEL,0.0
335,Marseille,2030,CCS1,SMR + CCS2,0.0
336,Marseille,2030,CCS1,Solar,0.0
337,Marseille,2030,CCS1,curtailment,0.0
338,Marseille,2030,CCS1,CCS1,0.0
339,Marseille,2030,CCS1,CCS2,0.0
340,Marseille,2030,CCS1,WindOffShore_flot,0.0
341,Marseille,2030,CCS2,SMR,0.0
342,Marseille,2030,CCS2,electrolysis_PEMEL,0.0
343,Marseille,2030,CCS2,WindOnShore,0.0
344,Marseille,2030,CCS2,SMR + CCS1,0.0
345,Marseille,2030,CCS2,electrolysis_AEL,0.0
346,Marseille,2030,CCS2,SMR + CCS2,0.0
347,Marseille,2030,CCS2,Solar,0.0
348,Marseille,2030,CCS2,curtailment,0.0
349,Marseille,2030,CCS2,CCS1,0.0
350,Marseille,2030,CCS2,CCS2,0.0
351,Marseille,2030,CCS2,WindOffShore_flot,0.0
352,Marseille,2030,WindOffShore_flot,SMR,0.0
353,Marseille,2030,WindOffShore_flot,electrolysis_PEMEL,0.0
354,Marseille,2030,WindOffShore_flot,WindOnShore,0.0
355,Marseille,2030,WindOffShore_flot,SMR + CCS1,0.0
356,Marseille,2030,WindOffShore_flot,electrolysis_AEL,0.0
357,Marseille,2030,WindOffShore_flot,SMR + CCS2,0.0
358,Marseille,2030,WindOffShore_flot,Solar,0.0
359,Marseille,2030,WindOffShore_flot,curtailment,0.0
360,Marseille,2030,WindOffShore_flot,CCS1,0.0
361,Marseille,2030,WindOffShore_flot,CCS2,0.0
362,Marseille,2030,WindOffShore_flot,WindOffShore_flot,0.0
363,Marseille,2040,SMR,SMR,0.0
364,Marseille,2040,SMR,electrolysis_PEMEL,0.0
365,Marseille,2040,SMR,WindOnShore,0.0
366,Marseille,2040,SMR,SMR + CCS1,0.0
367,Marseille,2040,SMR,electrolysis_AEL,0.0
368,Marseille,2040,SMR,SMR + CCS2,0.0
369,Marseille,2040,SMR,Solar,0.0
370,Marseille,2040,SMR,curtailment,0.0
371,Marseille,2040,SMR,CCS1,0.0
372,Marseille,2040,SMR,CCS2,0.0
373,Marseille,2040,SMR,WindOffShore_flot,0.0
374,Marseille,2040,electrolysis_PEMEL,SMR,0.0
375,Marseille,2040,electrolysis_PEMEL,electrolysis_PEMEL,0.0
376,Marseille,2040,electrolysis_PEMEL,WindOnShore,0.0
377,Marseille,2040,electrolysis_PEMEL,SMR + CCS1,0.0
378,Marseille,2040,electrolysis_PEMEL,electrolysis_AEL,0.0
379,Marseille,2040,electrolysis_PEMEL,SMR + CCS2,0.0
380,Marseille,2040,electrolysis_PEMEL,Solar,0.0
381,Marseille,2040,electrolysis_PEMEL,curtailment,0.0
382,Marseille,2040,electrolysis_PEMEL,CCS1,0.0
383,Marseille,2040,electrolysis_PEMEL,CCS2,0.0
384,Marseille,2040,electrolysis_PEMEL,WindOffShore_flot,0.0
385,Marseille,2040,WindOnShore,SMR,0.0
386,Marseille,2040,WindOnShore,electrolysis_PEMEL,0.0
387,Marseille,2040,WindOnShore,WindOnShore,0.0
388,Marseille,2040,WindOnShore,SMR + CCS1,0.0
389,Marseille,2040,WindOnShore,electrolysis_AEL,0.0
390,Marseille,2040,WindOnShore,SMR + CCS2,0.0
391,Marseille,2040,WindOnShore,Solar,0.0
392,Marseille,2040,WindOnShore,curtailment,0.0
393,Marseille,2040,WindOnShore,CCS1,0.0
394,Marseille,2040,WindOnShore,CCS2,0.0
395,Marseille,2040,WindOnShore,WindOffShore_flot,0.0
396,Marseille,2040,SMR + CCS1,SMR,0.0
397,Marseille,2040,SMR + CCS1,electrolysis_PEMEL,0.0
398,Marseille,2040,SMR + CCS1,WindOnShore,0.0
399,Marseille,2040,SMR + CCS1,SMR + CCS1,0.0
400,Marseille,2040,SMR + CCS1,electrolysis_AEL,0.0
401,Marseille,2040,SMR + CCS1,SMR + CCS2,0.0
402,Marseille,2040,SMR + CCS1,Solar,0.0
403,Marseille,2040,SMR + CCS1,curtailment,0.0
404,Marseille,2040,SMR + CCS1,CCS1,0.0
405,Marseille,2040,SMR + CCS1,CCS2,0.0
406,Marseille,2040,SMR + CCS1,WindOffShore_flot,0.0
407,Marseille,2040,electrolysis_AEL,SMR,0.0
408,Marseille,2040,electrolysis_AEL,electrolysis_PEMEL,0.0
409,Marseille,2040,electrolysis_AEL,WindOnShore,0.0
410,Marseille,2040,electrolysis_AEL,SMR + CCS1,0.0
411,Marseille,2040,electrolysis_AEL,electrolysis_AEL,0.0
412,Marseille,2040,electrolysis_AEL,SMR + CCS2,0.0
413,Marseille,2040,electrolysis_AEL,Solar,0.0
414,Marseille,2040,electrolysis_AEL,curtailment,0.0
415,Marseille,2040,electrolysis_AEL,CCS1,0.0
416,Marseille,2040,electrolysis_AEL,CCS2,0.0
417,Marseille,2040,electrolysis_AEL,WindOffShore_flot,0.0
418,Marseille,2040,SMR + CCS2,SMR,0.0
419,Marseille,2040,SMR + CCS2,electrolysis_PEMEL,0.0
420,Marseille,2040,SMR + CCS2,WindOnShore,0.0
421,Marseille,2040,SMR + CCS2,SMR + CCS1,0.0
422,Marseille,2040,SMR + CCS2,electrolysis_AEL,0.0
423,Marseille,2040,SMR + CCS2,SMR + CCS2,0.0
424,Marseille,2040,SMR + CCS2,Solar,0.0
425,Marseille,2040,SMR + CCS2,curtailment,0.0
426,Marseille,2040,SMR + CCS2,CCS1,0.0
427,Marseille,2040,SMR + CCS2,CCS2,0.0
428,Marseille,2040,SMR + CCS2,WindOffShore_flot,0.0
429,Marseille,2040,Solar,SMR,0.0
430,Marseille,2040,Solar,electrolysis_PEMEL,0.0
431,Marseille,2040,Solar,WindOnShore,0.0
432,Marseille,2040,Solar,SMR + CCS1,0.0
433,Marseille,2040,Solar,electrolysis_AEL,0.0
434,Marseille,2040,Solar,SMR + CCS2,0.0
435,Marseille,2040,Solar,Solar,0.0
436,Marseille,2040,Solar,curtailment,0.0
437,Marseille,2040,Solar,CCS1,0.0
438,Marseille,2040,Solar,CCS2,0.0
439,Marseille,2040,Solar,WindOffShore_flot,0.0
440,Marseille,2040,curtailment,SMR,0.0
441,Marseille,2040,curtailment,electrolysis_PEMEL,0.0
442,Marseille,2040,curtailment,WindOnShore,0.0
443,Marseille,2040,curtailment,SMR + CCS1,0.0
444,Marseille,2040,curtailment,electrolysis_AEL,0.0
445,Marseille,2040,curtailment,SMR + CCS2,0.0
446,Marseille,2040,curtailment,Solar,0.0
447,Marseille,2040,curtailment,curtailment,0.0
448,Marseille,2040,curtailment,CCS1,0.0
449,Marseille,2040,curtailment,CCS2,0.0
450,Marseille,2040,curtailment,WindOffShore_flot,0.0
451,Marseille,2040,CCS1,SMR,0.0
452,Marseille,2040,CCS1,electrolysis_PEMEL,0.0
453,Marseille,2040,CCS1,WindOnShore,0.0
454,Marseille,2040,CCS1,SMR + CCS1,0.0
455,Marseille,2040,CCS1,electrolysis_AEL,0.0
456,Marseille,2040,CCS1,SMR + CCS2,0.0
457,Marseille,2040,CCS1,Solar,0.0
